model,channel,edge_row,C,P,S,anchor_family,other_training_family_count,baseline_predicted_P,baseline_rank_true_P,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_anchor_count,offset_predicted_P,offset_rank_true_P,true_P_offset_top1,true_P_offset_top5,true_P_offset_top10,rank_change,top1_rescued,top1_lost,true_anchor_rank,baseline_cosine,adjusted_cosine,residual_improvement_over_raw_cosine
bge_m3_1024d,en_def_translated_cn_def,408,頑,元,頁,ROOT-5143,27,魯,709,0,0,0,1053,魯,860,0,0,0,-151,0,0,860,0.4462986,0.3966461420059204,-0.0496524572372436
bge_m3_1024d,en_def_translated_cn_def,433,偈,曷,亻,ROOT-5303,126,犬,1044,0,0,0,1053,犬,1038,0,0,0,6,0,0,1038,0.3605992,0.3707799911499023,0.0101808011531829
bge_m3_1024d,en_def_translated_cn_def,434,喝,曷,口,ROOT-5303,113,舀,1014,0,0,0,1053,湯,999,0,0,0,15,0,0,999,0.4212113,0.4503126740455627,0.0291013717651367
bge_m3_1024d,en_def_translated_cn_def,435,愒,曷,忄,ROOT-5303,79,奈,996,0,0,0,1053,奈,937,0,0,0,59,0,0,937,0.41388682,0.4504444599151611,0.0365576446056366
bge_m3_1024d,en_def_translated_cn_def,436,揭,曷,扌,ROOT-5303,138,拾,1001,0,0,0,1053,延,966,0,0,0,35,0,0,966,0.46330512,0.5012075304985046,0.0379024147987365
bge_m3_1024d,en_def_translated_cn_def,437,歇,曷,欠,ROOT-5303,13,歇,1039,0,0,0,1053,歇,1024,0,0,0,15,0,0,1024,0.36403054,0.3968060612678528,0.0327755212783813
bge_m3_1024d,en_def_translated_cn_def,439,渴,曷,氵,ROOT-5303,185,味,1039,0,0,0,1053,味,1033,0,0,0,6,0,0,1033,0.39896184,0.4264214038848877,0.0274595618247985
bge_m3_1024d,en_def_translated_cn_def,440,碣,曷,石,ROOT-5303,38,札,726,0,0,0,1053,史,845,0,0,0,-119,0,0,845,0.46275777,0.4744864106178283,0.0117286443710327
bge_m3_1024d,en_def_translated_cn_def,441,竭,曷,立,ROOT-5303,3,足,1004,0,0,0,1053,足,791,0,0,0,213,0,0,791,0.4178858,0.433239221572876,0.0153534114360809
bge_m3_1024d,en_def_translated_cn_def,443,葛,曷,艹,ROOT-5303,150,葛,431,0,0,0,1053,葛,774,0,0,0,-343,0,0,774,0.45496324,0.4977056384086609,0.0427424013614654
bge_m3_1024d,en_def_translated_cn_def,444,褐,曷,衤,ROOT-5303,33,綿,1046,0,0,0,1053,豐,1039,0,0,0,7,0,0,1039,0.38396248,0.4466575384140014,0.0626950562000274
bge_m3_1024d,en_def_translated_cn_def,445,謁,曷,言,ROOT-5303,95,謁,1016,0,0,0,1053,謁,1013,0,0,0,3,0,0,1013,0.43532595,0.4438847303390503,0.0085587799549102
bge_m3_1024d,en_def_translated_cn_def,448,遏,曷,辶,ROOT-5303,51,絕,1005,0,0,0,1053,絕,933,0,0,0,72,0,0,933,0.43669474,0.4562703967094421,0.0195756554603576
bge_m3_1024d,en_def_translated_cn_def,1158,佳,圭,亻,ROOT-572D,126,卓,843,0,0,0,1053,卓,856,0,0,0,-13,0,0,856,0.45483845,0.451201319694519,-0.0036371350288391
bge_m3_1024d,en_def_translated_cn_def,1162,哇,圭,口,ROOT-572D,113,音,1046,0,0,0,1053,音,1046,0,0,0,0,0,0,1046,0.34009975,0.376971423625946,0.0368716716766357
bge_m3_1024d,en_def_translated_cn_def,1163,奎,圭,大,ROOT-572D,3,婁,407,0,0,0,1053,婁,215,0,0,0,192,0,0,215,0.41543946,0.4305457174777984,0.0151062607765197
bge_m3_1024d,en_def_translated_cn_def,1164,娃,圭,女,ROOT-572D,68,幼,1014,0,0,0,1053,幼,1022,0,0,0,-8,0,0,1022,0.41092378,0.3956577181816101,-0.0152660608291625
bge_m3_1024d,en_def_translated_cn_def,1165,恚,圭,心,ROOT-572D,43,尤,1034,0,0,0,1053,尤,1022,0,0,0,12,0,0,1022,0.3911089,0.4538046717643738,0.0626957714557647
bge_m3_1024d,en_def_translated_cn_def,1166,桂,圭,木,ROOT-572D,139,楚,1017,0,0,0,1053,朵,1026,0,0,0,-9,0,0,1026,0.36171544,0.3901689052581787,0.0284534692764282
bge_m3_1024d,en_def_translated_cn_def,1167,珪,圭,王,ROOT-572D,44,嬴,1012,0,0,0,1053,嬴,1018,0,0,0,-6,0,0,1018,0.40413457,0.3749907314777374,-0.0291438400745391
bge_m3_1024d,en_def_translated_cn_def,1168,畦,圭,田,ROOT-572D,9,農,1039,0,0,0,1053,榮,1038,0,0,0,1,0,0,1038,0.3743135,0.3432885706424713,-0.0310249328613281
bge_m3_1024d,en_def_translated_cn_def,1169,蛙,圭,虫,ROOT-572D,76,魚,946,0,0,0,1053,魚,913,0,0,0,33,0,0,913,0.444793,0.4920732378959656,0.0472802519798278
bge_m3_1024d,en_def_translated_cn_def,1170,街,圭,行,ROOT-572D,4,閻,935,0,0,0,1053,朮,1042,0,0,0,-107,0,0,1042,0.4187933,0.2824489772319793,-0.136344313621521
bge_m3_1024d,en_def_translated_cn_def,1171,閨,圭,門,ROOT-572D,19,宅,749,0,0,0,1053,堂,635,0,0,0,114,0,0,635,0.43687624,0.439293622970581,0.0024173855781555
bge_m3_1024d,en_def_translated_cn_def,1172,鞋,圭,革,ROOT-572D,12,走,801,0,0,0,1053,走,1002,0,0,0,-201,0,0,1002,0.47951823,0.3956805765628814,-0.0838376581668853
bge_m3_1024d,en_def_translated_cn_def,1176,僥,堯,亻,ROOT-582F,126,免,822,0,0,0,1053,免,822,0,0,0,0,0,0,822,0.47011602,0.4692272543907165,-0.0008887648582458
bge_m3_1024d,en_def_translated_cn_def,1177,嬈,堯,女,ROOT-582F,68,旖,113,0,0,0,1053,旖,147,0,0,0,-34,0,0,147,0.69452924,0.7004367709159851,0.0059075355529785
bge_m3_1024d,en_def_translated_cn_def,1178,撓,堯,扌,ROOT-582F,138,絕,738,0,0,0,1053,絕,687,0,0,0,51,0,0,687,0.53041005,0.5380969643592834,0.0076869130134582
bge_m3_1024d,en_def_translated_cn_def,1179,曉,堯,日,ROOT-582F,42,旦,288,0,0,0,1053,旦,392,0,0,0,-104,0,0,392,0.5501124,0.5320671796798706,-0.0180452466011047
bge_m3_1024d,en_def_translated_cn_def,1180,橈,堯,木,ROOT-582F,139,舟,538,0,0,0,1053,舟,585,0,0,0,-47,0,0,585,0.5731834,0.5506974458694458,-0.0224859714508056
bge_m3_1024d,en_def_translated_cn_def,1181,澆,堯,氵,ROOT-582F,185,湯,115,0,0,0,1053,即,99,0,0,0,16,0,0,99,0.6273327,0.6489706635475159,0.0216379761695861
bge_m3_1024d,en_def_translated_cn_def,1182,燒,堯,火,ROOT-582F,34,刺,404,0,0,0,1053,拾,589,0,0,0,-185,0,0,589,0.5804459,0.5863841772079468,0.0059382915496826
bge_m3_1024d,en_def_translated_cn_def,1183,繞,堯,糸,ROOT-582F,97,迷,340,0,0,0,1053,迷,403,0,0,0,-63,0,0,403,0.6294638,0.6190468072891235,-0.0104169845581054
bge_m3_1024d,en_def_translated_cn_def,1184,翹,堯,羽,ROOT-582F,13,拾,292,0,0,0,1053,拾,442,0,0,0,-150,0,0,442,0.63713783,0.5733321905136108,-0.0638056397438049
bge_m3_1024d,en_def_translated_cn_def,1185,蟯,堯,虫,ROOT-582F,76,兔,152,0,0,0,1053,微,401,0,0,0,-249,0,0,401,0.5695629,0.606951892375946,0.0373889803886413
bge_m3_1024d,en_def_translated_cn_def,1186,遶,堯,辶,ROOT-582F,51,嬴,950,0,0,0,1053,嬴,871,0,0,0,79,0,0,871,0.42683697,0.390963464975357,-0.0358735024929046
bge_m3_1024d,en_def_translated_cn_def,1187,鐃,堯,釒,ROOT-582F,85,龠,416,0,0,0,1053,咎,521,0,0,0,-105,0,0,521,0.45026416,0.4761712551116943,0.0259070992469787
bge_m3_1024d,en_def_translated_cn_def,1188,饒,堯,飠,ROOT-582F,21,歇,778,0,0,0,1053,歇,775,0,0,0,3,0,0,775,0.44209084,0.4309548437595367,-0.011135995388031
bge_m3_1024d,en_def_translated_cn_def,1189,驍,堯,馬,ROOT-582F,34,勇,199,0,0,0,1053,勇,358,0,0,0,-159,0,0,358,0.63183963,0.590532660484314,-0.0413069725036621
bge_m3_1024d,en_def_translated_cn_def,1536,冶,台,冫,ROOT-382F,5,條,907,0,0,0,1053,軍,813,0,0,0,94,0,0,813,0.49184257,0.4754869639873504,-0.0163556039333343
bge_m3_1024d,en_def_translated_cn_def,1537,始,台,女,ROOT-382F,68,前,747,0,0,0,1053,前,746,0,0,0,1,0,0,746,0.55137336,0.5425318479537964,-0.0088415145874023
bge_m3_1024d,en_def_translated_cn_def,1538,怠,台,心,ROOT-382F,43,魯,910,0,0,0,1053,匱,909,0,0,0,1,0,0,909,0.45241657,0.4819430708885193,0.0295265018939971
bge_m3_1024d,en_def_translated_cn_def,1539,怡,台,忄,ROOT-382F,79,欣,854,0,0,0,1053,欣,825,0,0,0,29,0,0,825,0.50580764,0.5162428021430969,0.0104351639747619
bge_m3_1024d,en_def_translated_cn_def,1540,殆,台,歹,ROOT-382F,10,畏,853,0,0,0,1053,畏,732,0,0,0,121,0,0,732,0.4923992,0.5255553126335144,0.0331561267375946
bge_m3_1024d,en_def_translated_cn_def,1541,治,台,氵,ROOT-382F,185,乂,701,0,0,0,1053,宰,618,0,0,0,83,0,0,618,0.5280768,0.5296028256416321,0.0015259981155395
bge_m3_1024d,en_def_translated_cn_def,1542,笞,台,竹,ROOT-382F,60,舀,995,0,0,0,1053,舀,951,0,0,0,44,0,0,951,0.37335092,0.4375206232070923,0.064169704914093
bge_m3_1024d,en_def_translated_cn_def,1543,紿,台,糸,ROOT-382F,97,欺,770,0,0,0,1053,欺,690,0,0,0,80,0,0,690,0.47563034,0.4887188673019409,0.0130885243415832
bge_m3_1024d,en_def_translated_cn_def,1544,胎,台,肉,ROOT-382F,69,胤,995,0,0,0,1053,胤,922,0,0,0,73,0,0,922,0.4077066,0.4670878648757934,0.0593812763690948
bge_m3_1024d,en_def_translated_cn_def,1545,苔,台,艹,ROOT-382F,150,竹,797,0,0,0,1053,竹,772,0,0,0,25,0,0,772,0.44142857,0.5126197338104248,0.0711911618709564
bge_m3_1024d,en_def_translated_cn_def,1546,貽,台,貝,ROOT-382F,28,致,761,0,0,0,1053,榮,734,0,0,0,27,0,0,734,0.5271733,0.567319393157959,0.0401461124420166
bge_m3_1024d,en_def_translated_cn_def,1547,邰,台,阝,ROOT-382F,47,滕,1011,0,0,0,1053,滕,945,0,0,0,66,0,0,945,0.305063,0.3470893502235412,0.0420263409614563
bge_m3_1024d,en_def_translated_cn_def,1548,颱,台,風,ROOT-382F,3,炎,963,0,0,0,1053,立,934,0,0,0,29,0,0,934,0.3452408,0.3462395668029785,0.0009987652301788
bge_m3_1024d,en_def_translated_cn_def,1549,飴,台,飠,ROOT-382F,21,秀,1008,0,0,0,1053,產,869,0,0,0,139,0,0,869,0.38254017,0.4459152817726135,0.0633751153945922
bge_m3_1024d,en_def_translated_cn_def,1550,駘,台,馬,ROOT-382F,34,凡,990,0,0,0,1053,凡,913,0,0,0,77,0,0,913,0.39058566,0.4524363279342651,0.0618506669998168
bge_m3_1024d,en_def_translated_cn_def,1579,啻,帝,口,ROOT-5E1D,113,不,879,0,0,0,1053,奇,864,0,0,0,15,0,0,864,0.37651104,0.3890681266784668,0.0125570893287658
bge_m3_1024d,en_def_translated_cn_def,1580,啼,帝,口,ROOT-5E1D,113,遷,477,0,0,0,1053,遷,463,0,0,0,14,0,0,463,0.5751622,0.5824192762374878,0.0072571039199829
bge_m3_1024d,en_def_translated_cn_def,1581,締,帝,糸,ROOT-5E1D,97,翕,547,0,0,0,1053,翕,462,0,0,0,85,0,0,462,0.5613289,0.557497501373291,-0.0038313865661621
bge_m3_1024d,en_def_translated_cn_def,1582,蒂,帝,艹,ROOT-5E1D,150,肩,737,0,0,0,1053,肩,410,0,0,0,327,0,0,410,0.47315103,0.5493159890174866,0.076164960861206
bge_m3_1024d,en_def_translated_cn_def,1583,諦,帝,言,ROOT-5E1D,95,由,361,0,0,0,1053,由,308,0,0,0,53,0,0,308,0.5975902,0.6031817197799683,0.0055915117263793
bge_m3_1024d,en_def_translated_cn_def,1584,蹄,帝,𧾷,ROOT-5E1D,47,末,741,0,0,0,1053,末,625,0,0,0,116,0,0,625,0.46646374,0.4738263189792633,0.0073625743389129
bge_m3_1024d,en_def_translated_cn_def,2028,欄,闌,木,ROOT-67EC,139,聿,135,0,0,0,1053,聿,91,0,0,0,44,0,0,91,0.5684171,0.601374626159668,0.0329575538635253
bge_m3_1024d,en_def_translated_cn_def,2029,瀾,闌,氵,ROOT-67EC,185,丕,64,0,0,0,1053,巨,67,0,0,0,-3,0,0,67,0.68142104,0.6882737278938293,0.0068526864051818
bge_m3_1024d,en_def_translated_cn_def,2030,爛,闌,火,ROOT-67EC,34,艮,270,0,0,0,1053,艮,341,0,0,0,-71,0,0,341,0.5783051,0.5846387147903442,0.006333589553833
bge_m3_1024d,en_def_translated_cn_def,2031,蘭,闌,艹,ROOT-67EC,150,蘭,774,0,0,0,1053,蘭,538,0,0,0,236,0,0,538,0.44852012,0.546967089176178,0.0984469652175903
bge_m3_1024d,en_def_translated_cn_def,2305,倩,青,亻,ROOT-9752,126,旖,647,0,0,0,1053,旖,599,0,0,0,48,0,0,599,0.5542168,0.5621893405914307,0.0079725384712219
bge_m3_1024d,en_def_translated_cn_def,2306,情,青,忄,ROOT-9752,79,有,489,0,0,0,1053,度,347,0,0,0,142,0,0,347,0.4696387,0.4618593454360962,-0.0077793598175048
bge_m3_1024d,en_def_translated_cn_def,2307,晴,青,日,ROOT-9752,42,晷,103,0,0,0,1053,風,59,0,0,0,44,0,0,59,0.5982312,0.6075953245162964,0.0093641281127929
bge_m3_1024d,en_def_translated_cn_def,2308,猜,青,犭,ROOT-9752,27,意,649,0,0,0,1053,意,545,0,0,0,104,0,0,545,0.5471328,0.5545583963394165,0.0074256062507629
bge_m3_1024d,en_def_translated_cn_def,2309,睛,青,目,ROOT-9752,31,面,694,0,0,0,1053,面,722,0,0,0,-28,0,0,722,0.54044724,0.5774310827255249,0.036983847618103
bge_m3_1024d,en_def_translated_cn_def,2310,精,青,米,ROOT-9752,16,勤,293,0,0,0,1053,勤,518,0,0,0,-225,0,0,518,0.5596654,0.5233747959136963,-0.0362905859947204
bge_m3_1024d,en_def_translated_cn_def,2311,菁,青,艹,ROOT-9752,150,卓,782,0,0,0,1053,卓,920,0,0,0,-138,0,0,920,0.4645232,0.4050121307373047,-0.0595110654830932
bge_m3_1024d,en_def_translated_cn_def,2312,蜻,青,虫,ROOT-9752,76,豬,402,0,0,0,1053,豬,641,0,0,0,-239,0,0,641,0.4924661,0.5656467080116272,0.073180615901947
bge_m3_1024d,en_def_translated_cn_def,2313,請,青,言,ROOT-9752,95,丞,673,0,0,0,1053,丞,409,0,0,0,264,0,0,409,0.442477,0.4547692537307739,0.0122922658920288
bge_m3_1024d,en_def_translated_cn_def,2314,靖,青,立,ROOT-9752,3,康,834,0,0,0,1053,助,435,0,0,0,399,0,0,435,0.48758927,0.4622898399829864,-0.0252994298934936
bge_m3_1024d,en_def_translated_cn_def,2315,靚,青,見,ROOT-9752,3,旖,662,0,0,0,1053,旖,633,0,0,0,29,0,0,633,0.5475384,0.453711986541748,-0.093826413154602
bge_m3_1024d,en_def_translated_cn_def,2317,鯖,青,魚,ROOT-9752,19,馬,566,0,0,0,1053,串,813,0,0,0,-247,0,0,813,0.4592054,0.5239696502685547,0.0647642612457275
bge_m3_1024d,en_def_translated_cn_def,2725,涂,余,氵,ROOT-4F59,185,涂,723,0,0,0,1053,涂,620,0,0,0,103,0,0,620,0.43834087,0.4345706105232239,-0.0037702620029449
bge_m3_1024d,en_def_translated_cn_def,2726,徐,余,彳,ROOT-4F59,13,冉,640,0,0,0,1053,冉,669,0,0,0,-29,0,0,669,0.5466825,0.5074703693389893,-0.0392121076583862
bge_m3_1024d,en_def_translated_cn_def,2727,斜,余,斗,ROOT-4F59,4,句,738,0,0,0,1053,扁,913,0,0,0,-175,0,0,913,0.52673495,0.4168005287647247,-0.1099344193935394
bge_m3_1024d,en_def_translated_cn_def,2729,畬,余,田,ROOT-4F59,9,田,957,0,0,0,1053,田,852,0,0,0,105,0,0,852,0.43532944,0.4670444428920746,0.0317150056362152
bge_m3_1024d,en_def_translated_cn_def,2730,荼,余,艹,ROOT-4F59,150,艾,873,0,0,0,1053,百,805,0,0,0,68,0,0,805,0.46988627,0.5294072031974792,0.0595209300518035
bge_m3_1024d,en_def_translated_cn_def,2731,蜍,余,虫,ROOT-4F59,76,甚,766,0,0,0,1053,仄,676,0,0,0,90,0,0,676,0.4174527,0.4685641229152679,0.0511114299297332
bge_m3_1024d,en_def_translated_cn_def,2732,途,余,辶,ROOT-4F59,51,道,522,0,0,0,1053,道,468,0,0,0,54,0,0,468,0.5807145,0.5915091037750244,0.0107945799827575
bge_m3_1024d,en_def_translated_cn_def,2733,除,余,阝,ROOT-4F59,47,除,761,0,0,0,1053,除,603,0,0,0,158,0,0,603,0.46552128,0.5000091195106506,0.0344878435134887
bge_m3_1024d,en_def_translated_cn_def,2734,餘,余,飠,ROOT-4F59,21,諸,798,0,0,0,1053,諸,709,0,0,0,89,0,0,709,0.51625997,0.5241271257400513,0.007867157459259
bge_m3_1024d,en_def_translated_cn_def,2919,娠,辰,女,ROOT-8FB0,68,育,827,0,0,0,1053,執,777,0,0,0,50,0,0,777,0.48851454,0.5157326459884644,0.0272181034088134
bge_m3_1024d,en_def_translated_cn_def,2920,宸,辰,宀,ROOT-8FB0,19,屋,629,0,0,0,1053,屋,256,0,0,0,373,0,0,256,0.49817267,0.5338408350944519,0.0356681644916534
bge_m3_1024d,en_def_translated_cn_def,2921,振,辰,扌,ROOT-8FB0,138,畜,854,0,0,0,1053,亢,793,0,0,0,61,0,0,793,0.48913804,0.5261146426200867,0.0369766056537628
bge_m3_1024d,en_def_translated_cn_def,2922,晨,辰,日,ROOT-8FB0,42,晨,765,0,0,0,1053,晨,761,0,0,0,4,0,0,761,0.46905532,0.494588702917099,0.025533378124237
bge_m3_1024d,en_def_translated_cn_def,2923,脣,辰,肉,ROOT-8FB0,69,脣,894,0,0,0,1053,脣,972,0,0,0,-78,0,0,972,0.45053267,0.4582958519458771,0.0077631771564483
bge_m3_1024d,en_def_translated_cn_def,2924,蜃,辰,虫,ROOT-8FB0,76,丕,781,0,0,0,1053,巨,903,0,0,0,-122,0,0,903,0.49201125,0.4500937163829803,-0.0419175326824188
bge_m3_1024d,en_def_translated_cn_def,2925,賑,辰,貝,ROOT-8FB0,28,惠,876,0,0,0,1053,襄,880,0,0,0,-4,0,0,880,0.4842639,0.4927364885807037,0.008472591638565
bge_m3_1024d,en_def_translated_cn_def,2926,震,辰,雨,ROOT-8FB0,21,炎,749,0,0,0,1053,打,814,0,0,0,-65,0,0,814,0.48488912,0.4935525059700012,0.008663386106491
bge_m3_1024d,en_def_translated_cn_def,3158,掂,店,扌,ROOT-5360,138,絜,321,0,0,0,1053,量,230,0,0,0,91,0,0,230,0.51906985,0.5372610092163086,0.0181911587715148
bge_m3_1024d,en_def_translated_cn_def,3159,惦,店,忄,ROOT-5360,79,念,451,0,0,0,1053,念,311,0,0,0,140,0,0,311,0.6193785,0.6494550704956055,0.0300765633583068
bge_m3_1024d,en_gloss_unihan,52,儐,賓,亻,ROOT-219CD,172,賓,1,1,1,1,1155,賓,1,1,1,1,0,0,0,1,0.6833292,0.69315105676651,0.0098218321800231
bge_m3_1024d,en_gloss_unihan,53,嬪,賓,女,ROOT-219CD,99,殿,63,0,0,0,1155,殿,124,0,0,0,-61,0,0,124,0.58787477,0.6027140617370605,0.0148392915725708
bge_m3_1024d,en_gloss_unihan,54,擯,賓,扌,ROOT-219CD,189,推,340,0,0,0,1155,推,266,0,0,0,74,0,0,266,0.5824317,0.583930492401123,0.0014988183975219
bge_m3_1024d,en_gloss_unihan,55,檳,賓,木,ROOT-219CD,238,杏,450,0,0,0,1155,甘,419,0,0,0,31,0,0,419,0.46095765,0.5044432878494263,0.0434856414794921
bge_m3_1024d,en_gloss_unihan,56,殯,賓,歹,ROOT-219CD,16,冢,146,0,0,0,1155,契,26,0,0,0,120,0,0,26,0.5574135,0.5905295610427856,0.0331160426139831
bge_m3_1024d,en_gloss_unihan,57,濱,賓,氵,ROOT-219CD,277,浦,523,0,0,0,1155,浦,375,0,0,0,148,0,0,375,0.54886395,0.5936504602432251,0.044786512851715
bge_m3_1024d,en_gloss_unihan,58,矉,賓,目,ROOT-219CD,50,昜,604,0,0,0,1155,火,722,0,0,0,-118,0,0,722,0.5022395,0.5104556679725647,0.0082161426544189
bge_m3_1024d,en_gloss_unihan,59,繽,賓,糸,ROOT-219CD,153,殷,836,0,0,0,1155,殷,683,0,0,0,153,0,0,683,0.49595097,0.5140367746353149,0.0180858075618743
bge_m3_1024d,en_gloss_unihan,60,蠙,賓,虫,ROOT-219CD,116,島,436,0,0,0,1155,島,314,0,0,0,122,0,0,314,0.4139958,0.5127644538879395,0.0987686514854431
bge_m3_1024d,en_gloss_unihan,61,鬢,賓,髟,ROOT-219CD,15,毳,398,0,0,0,1155,殿,326,0,0,0,72,0,0,326,0.4481948,0.521588146686554,0.0733933448791503
bge_m3_1024d,en_gloss_unihan,383,侅,亥,亻,ROOT-4EA5,172,預,1136,0,0,0,1155,預,1134,0,0,0,2,0,0,1134,0.38219157,0.3833853602409363,0.0011937916278839
bge_m3_1024d,en_gloss_unihan,384,刻,亥,刂,ROOT-4EA5,32,切,1120,0,0,0,1155,日,1131,0,0,0,-11,0,0,1131,0.40876153,0.3940302729606628,-0.0147312581539154
bge_m3_1024d,en_gloss_unihan,385,劾,亥,力,ROOT-4EA5,21,審,1067,0,0,0,1155,審,1018,0,0,0,49,0,0,1018,0.35587114,0.3570133447647095,0.0011422038078308
bge_m3_1024d,en_gloss_unihan,386,咳,亥,口,ROOT-4EA5,149,臭,945,0,0,0,1155,濕,1007,0,0,0,-62,0,0,1007,0.39842856,0.4305288791656494,0.0321003198623657
bge_m3_1024d,en_gloss_unihan,387,垓,亥,土,ROOT-4EA5,86,戍,1136,0,0,0,1155,戍,1140,0,0,0,-4,0,0,1140,0.3874302,0.3857578933238983,-0.0016722977161407
bge_m3_1024d,en_gloss_unihan,388,孩,亥,子,ROOT-4EA5,5,嬰,1144,0,0,0,1155,嬰,1152,0,0,0,-8,0,0,1152,0.36237818,0.3391163945198059,-0.0232617855072021
bge_m3_1024d,en_gloss_unihan,389,核,亥,木,ROOT-4EA5,238,節,1129,0,0,0,1155,意,1135,0,0,0,-6,0,0,1135,0.37692523,0.3491348028182983,-0.0277904272079467
bge_m3_1024d,en_gloss_unihan,390,欬,亥,欠,ROOT-4EA5,23,虖,1143,0,0,0,1155,翏,1143,0,0,0,0,0,0,1143,0.34480798,0.3732249736785888,0.0284169912338256
bge_m3_1024d,en_gloss_unihan,391,痎,亥,疒,ROOT-4EA5,68,寒,879,0,0,0,1155,寒,1102,0,0,0,-223,0,0,1102,0.31076646,0.3323145508766174,0.0215480923652648
bge_m3_1024d,en_gloss_unihan,392,胲,亥,肉,ROOT-4EA5,99,需,1014,0,0,0,1155,需,1089,0,0,0,-75,0,0,1089,0.34011662,0.3363613486289978,-0.0037552714347839
bge_m3_1024d,en_gloss_unihan,393,荄,亥,艹,ROOT-4EA5,241,芻,548,0,0,0,1155,本,1067,0,0,0,-519,0,0,1067,0.4489271,0.4480904936790466,-0.0008366107940673
bge_m3_1024d,en_gloss_unihan,394,該,亥,言,ROOT-4EA5,142,務,1137,0,0,0,1155,務,1140,0,0,0,-3,0,0,1140,0.35779577,0.3627533912658691,0.0049576163291931
bge_m3_1024d,en_gloss_unihan,395,閡,亥,門,ROOT-4EA5,30,滯,1142,0,0,0,1155,沮,1146,0,0,0,-4,0,0,1146,0.3678726,0.3621999025344848,-0.0056726932525634
bge_m3_1024d,en_gloss_unihan,396,陔,亥,阝,ROOT-4EA5,109,梯,1099,0,0,0,1155,梯,1108,0,0,0,-9,0,0,1108,0.40700805,0.3942350149154663,-0.0127730369567871
bge_m3_1024d,en_gloss_unihan,397,頦,亥,頁,ROOT-4EA5,41,阞,1097,0,0,0,1155,廷,1086,0,0,0,11,0,0,1086,0.36372942,0.363330215215683,-0.0003992021083831
bge_m3_1024d,en_gloss_unihan,398,駭,亥,馬,ROOT-4EA5,56,畏,1127,0,0,0,1155,畏,1129,0,0,0,-2,0,0,1129,0.40402704,0.3775092363357544,-0.0265178084373474
bge_m3_1024d,en_gloss_unihan,399,骸,亥,骨,ROOT-4EA5,12,脊,1144,0,0,0,1155,步,1140,0,0,0,4,0,0,1140,0.38349164,0.3950281143188476,0.0115364789962768
bge_m3_1024d,en_gloss_unihan,585,刓,元,刂,ROOT-5143,32,削,759,0,0,0,1155,咢,623,0,0,0,136,0,0,623,0.43876255,0.4487380385398865,0.0099754929542541
bge_m3_1024d,en_gloss_unihan,586,完,元,宀,ROOT-5143,26,完,701,0,0,0,1155,完,545,0,0,0,156,0,0,545,0.57424676,0.5746095180511475,0.000362753868103
bge_m3_1024d,en_gloss_unihan,596,沅,元,氵,ROOT-5143,277,沂,527,0,0,0,1155,沂,288,0,0,0,239,0,0,288,0.2559833,0.312625527381897,0.0566422343254089
bge_m3_1024d,en_gloss_unihan,597,玩,元,王,ROOT-5143,75,喜,923,0,0,0,1155,博,871,0,0,0,52,0,0,871,0.4658151,0.4915975928306579,0.0257824957370758
bge_m3_1024d,en_gloss_unihan,599,芫,元,艹,ROOT-5143,241,扐,739,0,0,0,1155,扐,551,0,0,0,188,0,0,551,0.30770484,0.3739786148071289,0.0662737786769867
bge_m3_1024d,en_gloss_unihan,600,邧,元,阝,ROOT-5143,109,洛,1031,0,0,0,1155,洛,986,0,0,0,45,0,0,986,0.351621,0.4791893064975738,0.1275683045387268
bge_m3_1024d,en_gloss_unihan,601,阮,元,阝,ROOT-5143,109,呂,467,0,0,0,1155,呂,452,0,0,0,15,0,0,452,0.44542164,0.5057502388954163,0.0603286027908325
bge_m3_1024d,en_gloss_unihan,602,頑,元,頁,ROOT-5143,41,嚴,818,0,0,0,1155,堅,877,0,0,0,-59,0,0,877,0.53642094,0.5103174448013306,-0.0261034965515136
bge_m3_1024d,en_gloss_unihan,647,偈,曷,亻,ROOT-5303,172,武,1039,0,0,0,1155,武,1055,0,0,0,-16,0,0,1055,0.47702822,0.4713132679462433,-0.0057149529457092
bge_m3_1024d,en_gloss_unihan,648,喝,曷,口,ROOT-5303,149,虖,911,0,0,0,1155,出,984,0,0,0,-73,0,0,984,0.5003359,0.5148745775222778,0.0145387053489685
bge_m3_1024d,en_gloss_unihan,649,堨,曷,土,ROOT-5303,86,扐,387,0,0,0,1155,扐,683,0,0,0,-296,0,0,683,0.38174027,0.3722847700119018,-0.0094555020332336
bge_m3_1024d,en_gloss_unihan,650,愒,曷,忄,ROOT-5303,124,息,805,0,0,0,1155,息,883,0,0,0,-78,0,0,883,0.49337253,0.4687173366546631,-0.0246551930904388
bge_m3_1024d,en_gloss_unihan,651,揭,曷,扌,ROOT-5303,189,崔,1047,0,0,0,1155,崔,1043,0,0,0,4,0,0,1043,0.43376452,0.4425300359725952,0.0087655186653137
bge_m3_1024d,en_gloss_unihan,652,暍,曷,日,ROOT-5303,60,句,919,0,0,0,1155,句,853,0,0,0,66,0,0,853,0.3718001,0.3797733187675476,0.0079732239246368
bge_m3_1024d,en_gloss_unihan,654,楬,曷,木,ROOT-5303,238,扁,971,0,0,0,1155,扁,986,0,0,0,-15,0,0,986,0.47633088,0.4867475032806396,0.0104166269302368
